RLS;RLS-N2;RLS-N3;RLS-N4;RLS-R2;RLS-R3;RLS-R4
10000;10000;10000;10000;10000;10000;10000
921030;921030;921030;921030;921030;921030;921030
0;1376;1336;8604;1536;4488;2758;24310
1;225;616;2412;3813;3490;131;1413
2;558;3115;1158;456;257;1065;2590
3;276;258;1769;3630;678;521;1634
4;3935;10282;5672;9657;2648;8175;4972
5;4847;8671;4944;2722;2163;1673;240
6;1101;9847;12328;10690;2421;734;2069
7;10017;12185;3175;2516;3431;3749;1567
8;1579;3887;1204;1321;3762;162;310
9;612;6004;1059;1804;6441;1452;4126
10;2391;6188;468;494;1966;1967;1080
11;561;2613;982;10840;1170;1230;2130
12;616;69;9519;3099;2385;2320;1777
13;8465;235;13311;1152;548;586;10931
14;295;1717;1028;771;449;390;1573
15;2299;1811;1969;6793;6611;401;368
16;1295;265;1998;1318;591;1143;752
17;195;894;4741;580;883;596;1099
18;1124;248;269;2928;1065;896;887
19;1007;245;229;680;171;342;836
20;1337;301;762;2568;2347;2907;2885
21;2047;644;17338;360;2963;4733;8265
22;456;1432;583;1983;236;2862;3184
23;592;2675;6510;7073;856;629;2242
24;401;436;5764;901;781;283;492
25;1604;152;2412;1471;819;4411;756
26;1277;5530;666;9021;200;283;52
27;2791;733;1651;3509;13824;774;1529
28;211;22;535;3341;297;784;226
29;5748;10179;4614;5892;773;94;11031
30;1876;3449;4964;13628;9168;1647;2381
31;694;2240;2723;1956;309;1302;339
32;394;396;1434;9737;250;3085;1144
33;71;249;3843;12866;1220;921;3132
34;2286;1977;2169;365;514;1380;42
35;457;3230;2513;4304;414;4582;10141
36;160;2645;5328;200;229;372;2590
37;222;1521;1056;1757;1211;2193;475
38;532;1133;392;4659;316;117;2385
39;496;2192;5193;138;1748;2800;546
40;402;4023;350;152;2929;342;1195
41;125;637;1330;11965;2458;1645;394
42;1595;13937;2401;12014;3116;371;2795
43;1209;7189;1098;3057;2244;7817;3651
44;324;225;3333;1877;529;2651;6645
45;142;490;948;1330;501;1149;1286
46;3594;16053;1973;2828;50;8787;259
47;2324;484;1181;609;430;1513;2365
48;2710;1247;3883;12431;2278;9166;1654
49;819;2814;405;5477;210;85;3032
50;4252;2611;14277;3752;3934;1254;5392
51;2779;13061;2523;38236;938;2110;2181
52;815;5049;3458;11479;1812;6493;2103
53;409;3539;11052;11905;1857;1903;8208
54;347;1369;5492;7991;1155;735;10134
55;1127;4387;1062;9891;849;1333;4362
56;1785;464;2326;3578;785;682;504
57;523;1860;28730;3520;364;8713;1779
58;1059;996;6353;976;3783;1505;5066
59;674;209;1538;2325;592;820;490
60;179;7650;2436;9395;1891;414;8472
61;657;1207;840;82;1640;1107;16
62;274;627;2269;1534;213;261;724
63;598;5789;12470;329;3992;178;760
64;1149;5823;7241;2582;367;4843;883
65;1848;3718;407;3039;2047;2425;1202
66;1138;10096;2733;25252;1022;5516;2436
67;836;3374;2912;1962;196;130;333
68;298;226;1280;2063;876;1835;206
69;158;4741;261;13802;2256;1543;4440
70;1938;645;11365;11576;3391;2819;4409
71;874;1063;1619;825;1022;765;1393
72;6070;590;4902;28661;2462;3727;171
73;1109;690;762;1895;642;1274;198
74;164;431;3287;3352;282;2596;158
75;1487;3961;2341;2476;1130;840;1042
76;872;1921;1072;3689;1259;1214;3989
77;620;3064;906;570;544;2554;434
78;2198;1085;1311;534;635;1542;1070
79;11912;1560;6853;7210;459;2927;15769
80;217;778;1574;1058;992;49;2227
81;229;2196;1471;8853;1992;3352;2198
82;195;1361;6570;2684;7683;6147;2889
83;549;269;674;578;2140;866;104
84;467;1290;2867;3873;2240;2272;281
85;405;7395;11153;3739;4872;6169;2487
86;1229;1426;1704;625;232;1042;872
87;978;3156;167;4530;710;8006;596
88;2703;3251;2473;17081;2661;383;19406
89;8915;22245;2030;4291;169;5985;6104
90;4935;457;6586;4014;1506;919;1817
91;261;2444;4787;210;624;1853;318
92;213;7168;3260;1346;200;3132;5940
93;954;13034;2045;9648;11162;2537;1969
94;1035;1505;846;466;333;4950;1653
95;698;2504;1117;933;35;917;1192
96;2012;2019;554;62;1059;52;172
97;1337;2970;2686;2774;438;1264;1204
98;753;514;2246;227;966;86;1565
99;1827;2266;1139;1705;4032;427;910
100;638;1163;429;3551;964;259;720
101;634;1931;687;1689;1040;1235;892
102;192;1941;825;197;53;1661;620
103;534;1171;2621;1011;1204;236;298
104;1738;3786;6255;3191;783;14922;4036
105;113;9950;6963;5996;2013;11520;2957
106;415;3119;652;253;596;5630;1042
107;731;2783;1963;8725;2874;7888;7791
108;1012;1591;1267;3116;1816;824;858
109;868;736;1343;936;616;861;824
110;766;1536;517;1648;750;184;240
111;213;1522;702;672;118;8270;2610
112;69;3480;14206;2438;1643;16401;2161
113;261;1466;275;752;5182;39;680
114;299;307;3748;2904;1440;459;2585
115;2080;493;917;213;881;2131;1030
116;233;9808;2975;2648;204;1909;3866
117;2570;195;851;6552;712;581;2888
118;1082;486;465;81;1320;220;462
119;909;773;2419;4439;575;228;1373
120;294;768;2506;2057;2366;387;4047
121;2124;410;523;484;1216;2977;4428
122;2538;4798;1410;2462;895;2941;1821
123;4705;2679;1211;8810;6949;1399;6411
124;27;4601;4391;5367;471;2538;1294
125;2246;428;1375;237;170;1748;2640
126;650;1759;824;457;2076;2095;440
127;7863;2966;3533;20891;719;974;1785
128;4589;2114;7353;1968;4352;3106;4237
129;1214;8924;1603;10027;3181;4043;12931
130;1341;1952;5040;805;1814;1340;424
131;2049;2394;537;4998;7257;311;1097
132;534;261;863;648;785;4481;740
133;398;1505;1201;1255;224;82;808
134;792;1462;167;2124;413;723;1460
135;729;3421;5857;2494;157;681;4844
136;333;2227;523;401;709;767;1775
137;2233;1100;1720;151;3425;238;149
138;342;953;2146;436;202;379;3907
139;767;649;2075;5904;922;1194;334
140;2805;4239;7517;5411;3644;6513;2439
141;251;952;145;11108;1317;4920;1611
142;821;623;416;638;231;444;168
143;1767;3701;16089;1264;560;9565;742
144;1479;299;4075;8383;1529;688;3304
145;2181;1586;516;1205;1113;2591;12926
146;99;1815;301;138;452;2486;2381
147;3138;3941;2584;8939;532;1282;776
148;281;1553;260;202;276;1241;903
149;3054;5224;68;11793;5113;847;1406
150;570;1783;445;4879;626;344;1092
151;714;1797;3205;1099;124;909;1160
152;398;1084;690;505;1022;228;1682
153;985;179;3894;1579;921;7895;3300
154;1488;3866;6065;4249;1509;8134;5369
155;562;1102;319;1107;305;1120;830
156;307;1312;110;1929;1698;1053;1006
157;529;417;981;2844;936;167;3997
158;581;551;248;1746;193;751;4092
159;4137;2987;10983;3290;5149;233;2389
160;555;6027;2211;1813;4336;1439;1912
161;2007;857;2469;1264;355;300;1097
162;1392;6011;10179;392;3268;903;3876
163;344;640;6833;2767;458;1983;466
164;1271;2773;1226;763;1086;2245;26
165;270;1618;3453;4333;398;2161;226
166;407;3113;13920;1115;274;56;4668
167;7677;4229;5336;1853;1847;2906;675
168;2088;143;2247;5120;822;3238;1291
169;1013;13784;7613;9965;1113;2033;169
170;175;264;532;20;252;1977;114
171;1373;115;158;688;222;1210;382
172;213;1548;3145;631;626;3772;1274
173;2931;945;61;20125;1111;4207;2767
174;1175;1359;4020;4305;281;1194;1171
175;1715;2482;6372;7786;1059;349;2094
176;2158;313;5394;10535;3312;5612;1860
177;1056;123;467;4411;587;850;178
178;2073;1622;7695;8354;1611;2394;1237
179;792;954;2696;667;2338;516;126
180;2684;2083;2977;29276;2315;1074;8063
181;704;531;7972;1911;2777;1974;1369
182;801;4413;12499;1118;10476;8770;5858
183;703;412;464;5024;540;430;22
184;334;1724;316;1340;1473;370;1272
185;554;1565;1072;2224;106;530;169
186;1650;5094;347;711;798;1024;404
187;1032;7489;3674;489;3720;6531;3726
188;1301;421;856;2449;651;105;4239
189;12627;1205;170;10170;1584;9585;14868
190;369;640;621;1021;1355;535;1408
191;8661;1476;1992;4718;1169;835;3137
192;535;1509;2619;8421;359;75;1650
193;8522;5856;1573;1995;579;256;4775
194;3510;719;619;1778;6094;222;7740
195;1804;2129;10344;7590;6785;2903;6059
196;200;2165;1193;717;1308;1395;85
197;4699;1087;10361;13709;1561;7636;54
198;207;4853;698;1456;240;4375;1616
199;1310;3445;7249;2794;3513;16573;2375
200;447;1126;728;1030;638;1926;793
201;6383;13954;1242;9852;5318;2816;1090
202;345;2432;1202;1724;7088;3597;2812
203;409;1080;5769;1945;1129;2532;13381
204;3934;3559;3752;734;3262;2026;4538
205;333;583;892;4416;166;2032;752
206;817;94;1872;3640;367;602;217
207;4922;208;3984;11078;1689;1030;4684
208;1208;731;3535;943;619;1112;420
209;385;1201;1474;2407;137;1773;480
210;521;6004;1410;630;687;1825;12183
211;201;786;883;2131;1684;71;785
212;288;4163;1211;11253;1695;9649;2103
213;38;10812;1941;6079;2980;4611;687
214;578;19;4992;2611;2436;571;1381
215;242;553;157;403;1544;1413;2491
216;454;2398;1548;2131;149;1488;1790
217;2168;1793;134;2778;4165;3474;3230
218;316;1626;1155;1291;2889;891;4532
219;844;698;3534;4770;392;528;1096
220;3716;1607;1979;14606;166;3786;3605
221;5328;2631;202;3222;2936;5475;4408
222;1289;1566;2718;3284;460;10900;3836
223;2342;1953;700;1212;1565;2619;2258
224;2608;7081;1057;1097;3276;2024;5579
225;2584;1567;6002;10639;127;3673;134
226;317;841;7844;917;825;462;2112
227;1295;785;294;2483;239;1838;1990
228;9252;3281;2217;7550;1097;199;7152
229;1306;622;1395;916;122;329;384
230;373;413;5696;1057;1605;278;492
231;11040;3771;1717;27248;5267;14919;1575
232;204;1959;2410;1554;82;698;1886
233;1468;1601;3073;11713;3042;22149;3367
234;429;3935;1094;1970;176;296;2176
235;1690;358;553;3324;1273;549;551
236;309;3286;3798;355;80;208;946
237;696;1377;1492;4202;5130;3140;1900
238;2091;2404;3495;2631;6967;843;1106
239;1185;243;1250;9532;2207;3055;937
240;202;1729;483;1637;712;1977;3663
241;903;3868;3542;13912;1631;6443;337
242;1355;9607;1460;171;157;1185;1522
243;1956;224;3548;1135;261;886;2300
244;82;1267;17049;3002;2617;1089;2333
245;1485;4851;658;17312;2007;7274;2678
246;706;7743;5939;12415;2537;2652;1674
247;327;139;941;1772;3606;1326;1518
248;1641;274;10996;10433;2540;24739;458
249;350;412;9227;6287;2421;3371;6558
250;2694;8149;10390;7941;5648;2201;7599
251;2451;5595;18366;14979;1841;418;11284
252;3533;1395;591;2027;1439;2082;4254
253;1363;18992;2827;3677;2736;4169;140
254;1662;168;8;3958;3229;2369;297
255;195;539;3472;1231;298;220;163
256;340;1232;696;6295;891;318;2360
257;2633;5021;15277;7490;3998;635;13446
258;1463;966;2143;1472;1196;883;667
259;4235;4074;4241;7626;16828;5849;4787
260;1935;339;920;3445;239;14433;10793
261;856;434;1427;1500;796;239;1386
262;942;389;112;5372;1415;1024;4900
263;552;3222;3690;19843;3667;2121;2736
264;565;1596;346;3234;1150;2441;286
265;749;1540;5452;2411;6531;2866;1345
266;902;310;610;299;1672;1435;287
267;2525;6132;7921;129;1795;21449;786
268;838;1605;2838;7786;4451;142;1537
269;1375;871;2761;3354;1032;2708;1645
270;4920;6523;7073;9694;3355;1581;9073
271;501;1633;1843;4794;2100;1100;473
272;1826;11367;611;5194;145;1114;79
273;2074;694;9435;4197;1606;8545;12897
274;231;2349;269;1497;633;360;1847
275;524;243;286;493;1214;1057;486
276;3539;30;6314;157;2397;3071;15050
277;104;2509;4607;100;1253;470;783
278;76;1250;1451;1723;373;160;1907
279;2576;1350;985;326;729;1504;1421
280;2062;10684;3794;5270;5946;1114;7201
281;2155;8464;6165;6330;5851;2567;1502
282;1376;2901;9041;2604;2140;615;1982
283;187;1934;4299;2533;6789;102;598
284;268;1057;786;12591;4209;2420;666
285;914;1524;477;28417;1135;4315;3685
286;4878;1552;1925;365;982;3195;2837
287;298;1736;1438;162;572;1479;645
288;789;1011;2162;4284;959;335;95
289;1299;1592;4329;2215;1017;154;2137
290;1871;3453;1507;9705;394;751;293
291;587;1797;1821;3512;293;3162;14771
292;4951;1068;9029;3845;2048;1142;2901
293;7338;5727;14991;8990;4216;810;3812
294;14637;1424;6905;15159;1911;3007;12701
295;475;5237;9560;13511;1769;1076;6956
296;3572;4063;1881;1061;7789;2566;532
297;50;1291;3977;1453;654;1719;3404
298;4916;1838;1214;3356;445;681;10243
299;1787;4240;3235;1235;1698;1364;1194
300;5965;1669;18623;6000;6183;8289;2288
301;2399;10299;8015;10394;448;11338;249
302;6394;23877;1810;2990;3615;1096;159
303;2422;1075;1123;3767;429;1834;3502
304;1185;2053;1411;701;958;219;510
305;6728;5783;6009;2586;2170;6340;810
306;905;188;264;5919;1133;1136;1527
307;1852;216;867;70;651;480;2731
308;251;6452;787;2314;1073;675;2730
309;398;211;948;2691;728;2465;1203
310;921030;2678;789;8041;632;354;2236
311;4513;607;36760;2841;250;672;1560
312;2767;3153;4297;4789;1902;2517;2390
313;3754;1782;2037;9768;2156;2016;1940
314;132;3269;1208;1459;434;360;4109
315;1937;308;6581;12935;2114;275;863
316;7904;5938;12389;1782;5207;5477;1378
317;3453;501;265;427;732;1226;1293
318;2623;1448;817;365;2022;1605;1116
319;1013;15695;2163;11480;4533;4418;3705
320;989;1629;288;3804;415;2683;888
321;319;167;256;730;349;2179;4529
322;666;362;3302;945;1545;1056;221
323;1852;4290;7268;6623;301;8355;2607
324;451;2285;759;12126;815;569;1576
325;1294;11409;10828;2063;5247;2167;792
326;155;7932;9238;9451;323;105;4074
327;340;1007;2268;634;2516;1413;2039
328;2813;2311;4903;5455;1773;4400;8278
329;1248;3438;1914;4724;1331;2779;6047
330;1633;1262;2219;1069;4069;453;1462
331;408;3142;540;426;289;714;252
332;320;960;735;889;637;93;1292
333;2939;819;14684;15442;1802;7488;528
334;1222;1420;7523;8529;3318;4455;2328
335;1465;831;343;288;813;48;843
336;962;648;2173;1266;562;1166;415
337;384;1705;878;3790;2962;12023;7382
338;420;424;130;411;2160;1449;2286
339;3084;4550;534;3997;8488;1983;4414
340;815;1693;793;3922;1694;1292;32
341;10487;535;4002;4294;3345;322;739
342;499;1923;7473;5976;1488;3566;760
343;444;1574;1914;339;693;1322;2256
344;108;2764;2943;2750;380;1232;1011
345;755;7656;2711;30445;244;5202;7390
346;154;1885;922;1140;1747;348;1757
347;470;359;308;3436;794;291;306
348;1059;4143;3446;12497;3422;8412;3370
349;284;856;2341;705;2276;100;771
350;2190;1864;9040;20373;5298;3162;695
351;373;2800;963;688;785;2460;826
352;298;5829;1232;3082;2172;2528;442
353;217;2089;184;1325;456;593;1806
354;2789;2624;633;439;1386;758;349
355;921030;10526;15441;665;615;7385;1560
356;120;235;1609;5362;632;807;2022
357;2706;3392;1513;3608;1481;140;12320
358;225;4077;5839;3063;595;2540;6655
359;87;3086;1000;5600;893;213;901
360;700;557;1856;7417;714;650;1675
361;1449;3705;18;15767;1100;3093;1489
362;263;1265;2723;1988;177;779;399
363;220;996;3585;1084;1018;4201;211
364;438;381;9308;4879;2797;4090;3228
365;172;2646;843;958;1974;2165;1475
366;286;2095;5127;7418;5878;1883;35
367;191;1458;3763;318;1405;478;83
368;478;1358;400;1108;1452;4280;1531
369;5248;446;2734;10449;3684;1740;524
370;1125;1274;659;590;692;1799;1955
371;436;1156;2935;216;191;466;392
372;365;676;2023;7669;5890;983;1629
373;1673;3692;18819;5183;728;1498;8214
374;293;2789;552;356;1729;832;538
375;545;2468;217;4156;928;2889;796
376;22208;4534;5665;2519;16852;4467;6176
377;454;4505;2591;1049;1075;92;423
378;3579;157;1540;185;183;122;819
379;653;124;1581;66;274;3775;468
380;153;2289;1580;3771;1774;215;955
381;1795;1763;1241;1622;1372;7728;991
382;533;525;544;1140;114;1565;2707
383;837;10136;2655;14072;2512;1673;2795
384;920;530;3093;3663;1191;31;971
385;1309;741;2949;1953;183;529;176
386;504;2745;5626;7674;906;384;15853
387;2551;593;2790;1116;770;10476;2460
388;293;2914;11172;1179;7608;5707;7194
389;1252;1002;2882;2060;1754;1878;3552
390;1738;2944;1971;925;1474;181;391
391;261;213;5415;1214;1156;316;936
392;78;3571;253;1905;749;1142;1309
393;723;1195;892;1999;1099;1244;1346
394;6012;6355;7873;14097;2757;2562;11494
395;608;3433;5369;11147;4808;5229;367
396;293;1455;4421;671;807;1908;1055
397;560;2220;2860;8958;685;103;710
398;630;2416;591;10688;1061;364;615
399;550;5796;1969;10255;1010;7048;2858
400;334;668;511;3639;309;1501;6284
401;649;2351;1736;3661;83;73;798
402;3702;716;6071;12911;774;2426;479
403;2108;2028;11572;4024;928;449;1061
404;1774;5065;112;3386;133;2887;4006
405;250;1155;2328;1666;1046;200;6771
406;2516;2242;1157;11711;3994;3375;2211
407;1706;658;2230;370;1067;1880;599
408;849;2806;9140;1986;7623;773;2410
409;196;5369;16470;474;3735;1546;298
410;388;165;15973;5263;232;1407;614
411;352;333;3803;1143;139;2174;2103
412;3676;19541;2561;8575;1885;509;482
413;1661;399;1185;2384;239;1035;92
414;447;8974;3762;2227;9985;469;602
415;2498;1549;1707;230;1810;783;1300
416;3851;4092;5907;3867;463;1215;5533
417;1387;5803;319;3273;1889;6904;12349
418;758;10949;2115;8374;6927;855;8326
419;623;2294;3337;2349;1279;1160;1964
420;2245;958;973;2917;1953;3301;2522
421;430;388;223;4648;160;3443;1160
422;3543;5002;3619;7726;268;4453;5464
423;654;2481;5903;9315;3657;8506;4035
424;518;1953;699;285;997;478;2664
425;3292;745;1012;4126;116;3023;1708
426;2343;3630;3886;9316;2839;1180;970
427;217;1746;766;13562;1105;1772;2335
428;2795;145;2242;1317;2077;2016;596
429;194;626;5129;8932;1013;347;2689
430;204;8566;2181;8929;1568;3084;2155
431;506;1679;160;2262;282;402;6555
432;446;158;3541;24651;2147;9257;1360
433;475;723;158;171;1874;580;304
434;3638;4652;713;519;2638;1136;340
435;983;280;429;2171;1229;249;3293
436;1157;1278;3189;221;1453;33;1963
437;2897;10203;11492;578;5381;1611;931
438;494;2280;683;182;2827;113;383
439;496;7082;2253;2017;340;4525;297
440;142;1897;2749;5973;1654;8297;6995
441;1422;177;342;782;837;745;2844
442;994;1992;5737;4025;15120;1885;9004
443;141;994;491;78;1476;2682;1312
444;109;1085;628;3326;591;716;195
445;1291;3744;4389;4495;287;1305;2314
446;3909;4275;3802;6686;1515;3633;4538
447;533;1922;407;2987;240;1064;2565
448;208;1160;748;134;874;301;4376
449;2153;2808;4759;1524;2130;978;5313
450;241;2571;171;5503;629;417;1678
451;347;7483;6463;2604;485;107;391
452;1401;389;4684;7561;5990;332;5325
453;1151;33872;10530;5384;2243;249;434
454;412;940;4670;5176;3075;4644;2703
455;820;787;5933;1989;830;738;899
456;712;392;6340;7643;1963;1367;967
457;187;4625;12832;4155;693;3524;2136
458;4591;2358;3552;2209;2691;1557;602
459;583;255;210;3425;1296;457;82
460;156;2505;217;16349;1321;1384;434
461;5043;4186;3338;1839;1930;399;6600
462;2853;3305;935;876;4707;1947;4183
463;963;3295;4156;1416;1222;332;478
464;7158;1284;4616;6824;3906;2673;7910
465;1334;3445;2640;9222;3078;2978;4392
466;1341;315;1061;1615;1379;881;300
467;550;58;1715;325;591;117;1126
468;1849;102;3117;1970;275;1975;592
469;2033;894;11783;1828;180;5056;5782
470;1288;4549;7872;2891;3524;2020;24
471;126;5791;892;4033;2348;680;1145
472;896;321;283;4168;2036;255;203
473;95;1317;82;3125;1269;706;254
474;336;1086;1620;279;164;1565;701
475;168;416;433;931;789;294;522
476;672;1489;2577;720;988;252;1934
477;258;504;1271;2541;1380;1644;337
478;1127;468;3505;2436;511;192;758
479;2387;2373;10602;48;1989;7874;8442
480;1172;167;458;9166;7330;2508;2612
481;520;10916;4285;6413;1430;3125;2523
482;250;2303;567;831;679;817;352
483;1625;662;8028;4519;1372;21217;2256
484;333;4123;294;4846;8979;464;1153
485;1221;12839;4684;1907;24623;8187;523
486;1907;786;4750;185;2271;635;651
487;1387;1520;4786;9620;367;6830;3431
488;276;3146;4083;857;1135;141;5200
489;3528;2770;3008;5536;16380;848;2852
490;352;2217;1555;198;290;3048;3654
491;380;1573;200;1317;2219;172;1063
492;1246;1840;3268;1769;405;156;1946
493;675;51;2234;5822;2831;1198;1030
494;3210;257;6161;1823;1275;2880;1880
495;6400;4317;6062;3586;5506;1613;1559
496;1608;538;1797;1058;1606;5029;2041
497;157;414;4512;6803;985;3446;6877
